Sentence,label
"Nah ah! Nah ah! नहीं नहीं नहीं नहीं! कोई विज्ञापन-libbing और दोस्त, आप नहीं कर सकते",2
"मुझे नहीं मालूम, लेकिन डोनाल्ड ट्राम्प अपने नीली ब्लैजर काला चाहता है।",0
"तो uh, लगता है कि लोग यूरोप की कहानी से परिचित हैं?",0
ठीक है! अच्छा रात. मैं ऊपर जा रहा हूँ.,0
"बहुत अच्छा, बहुत अच्छा।",1
"और मैं वास्तव में, मैं अपने आप के लिए सोचा, ""Wow, वे लोग पागल हैं!""",3
आप कमरेmate खोज को बंद कर सकते हैं! मैं यहाँ रहने जा रहा हूँ।,1
"यह कैसे हुआ, कैसे हुआ?",3
"तो uh, अब उस छोटे से चंडलर एक लड़की के रूप में पता चला, क्या वे उसे नाम दे रहे हैं?",0
ओह आदमी. कृपया मुझे बताओ उनमें से एक मा है.,6
ओह सही है।,1
Hey! आप कैसे कर रहे हैं?,1
"लेकिन जिस आदमी को मैंने इसे अगले दृश्य में मरने के लिए कहा था तो मुझे लगता है कि इसका मतलब यह है कि ""तुम्हे एक भालू द्वारा खाया जाएगा"".",0
"सुनो, मैंने इस बारे में बहुत सोचा है कि मैं तुम्हें यह कैसे कहूँगा और अंत में, रोस, हम शादी नहीं कर सकते हैं।",4
"तो, wow, यह बहुत विस्मयकारी है, हू।",1
नहीं हम,0
"मुझे नहीं मालूम, तुमने सोचा था कि शनिवार को आप मिलेंगे यह मजाक है।",0
"ओह, मैं सभी के नाम याद करने में समस्या थी, तो मैं एक तरह से nicknames के साथ आ गया.",0
"बरोडवे के बाहर के नाटक में लोग कहते थे, 'आप बहुत अच्छे थे लेकिन मूर्ख थे.'",0
"सांस ले, सांस ले, सांस ले.",0
"चार अक्षरः ""कोष्ठ या चक्र"".",0
"आप जानते हैं, मेरे लिए वैसे भी.",4
देखो! यह हास्यास्पद है. हम आप पैकिंग होना चाहिए!,2
क्या आप एक मिनट तक रुक सकते हैं?,0
चंडलर कृपया!,6
राहेल?,0
"मुझे क्षमा है सर, मैं नहीं समझता।",3
"हाँ, यह बहुत अच्छा होगा! मुझे सुनिश्चित करने दो कि मैं कोई मंगल को कुछ नहीं कर रहा हूँ।",1
"ओह, जोय, मेरे पास एक ऐसी समस्या है!",5
मुझे विश्वास नहीं है कि तुम मेरे शादी निधि को तट के घर पर खर्च किया!,2
"मैं नहीं जानता, उस मूर्ख के बारे में क्या है जो सोचता था कि वह अल्बानी से कनाडा तक आधा टैंक गैस पर चला सकता है!",2
"मैं जानता हूँ! मैं जानता हूँ! यह पता चलता है कि एक casting महिलाओं ने वास्तव में एक नाटक में मुझे देखा है, तो मैं उससे दूर चला गया",1
"नहीं मैं गंभीर हूँ. मैं मतलब मैं अंतर्ज्ञानी हूँ, लेकिन मेरी स्मृति शून्य है।",0
ट्रांजिट प्राधिकरण?,0
ठीक है अच्छी तरह से यह पता करने के लिए अच्छा है।,4
तो आप नहीं जानते कि है,0
"ओह, मुझे क्षमा है, क्या मैं सारे कमरे में खेल बदलने के रास्ते में जा रहा हूँ?",2
शायद वह मुझे एक गोली या कुछ दे सकता है।,0
यह अद्भुत था!,1
"हाँ, और वे पूरे दिन से आ रहे हैं. वे इसे पसंद करते हैं!",1
"हाँ. वह अब उसे नीचे डाल रहा है, वह है।",0
"ओह, 'मुझे क्षमा करें. मैं एक तरह से उस मशीन का उपयोग कर रहा था.",1
अब चिंता मत करो! सब कुछ ठीक हो जाएगा.,0
"Joey आओ-मुझे विश्वास नहीं हो सकता-मैं तुम्हें यहाँ बैपस्टीन-किंग ग्रह को देखने के लिए लाता हूँ, जो प्रकृति की सबसे शानदार घटनाओं में से एक है, और आप के बारे में सिर्फ कीट और-और कुछ महिला में फंसे हैं।",2
मैं यहाँ से बाहर हूँ।,6
"मुझे जाना है. मैं भी तुम्हें खेद करता हूँ, मैं तुम्हें प्यार करता हूँ, लेकिन यह अब बहुत देर हो रही है",4
सचमुच?,0
(किसी बच्चे को देख रहा है जिसने,0
"कोई भी आदमी, तुम एक आदमी को चुंबित किया।",0
"और बहुत जल्दी आप कहेंगे, 'हाई,' और, और, और, और, 'मैं नहीं जा सकता, राहेल और मार्क वहाँ हो सकता है।'",6
"हाँ, मैं समझता हूँ.",0
तो मैं तब उड़ने जा रहा हूँ!,0
"अब, मैं जानता हूँ आप क्या सोच रहे हैं",0
Whazzup??,0
"और चाकर दूसरे चाकरों के साथ खाते हैं, ठीक है?",0
उसने मेरी बांह को छू लिया।,2
सूई थ्रेड करें।,0
"तकनीकी रूप से हम फिर से सेक्स कर सकते हैं. आप क्या सोचते हैं, bossy और प्रभुत्वशाली?!",0
यही है!,2
"ठीक है. ठीक है. ठीक है. Joey, मैं है",0
"ओह, मैंने सोचा था कि आप लोग मरूआना सिगरेटों का मतलब रखते हैं, आप जानते हैं?",0
मुझे भी ऐसा लगता है।,0
जैक?,3
अच्छा है! एक और आधा  carat आसान है.,1
"ठीक है, प्यारे, दबाव शुरू करने के लिए समय।",0
ठीक है. मैं 94 डॉलर बॉरो कर सकता हूँ?,0
"अंडरडोग के साथ कुछ गलत हो गया था, और वे उसके सिर को उभरने के लिए नहीं कर सका.",0
वोह हो।,1
"अरे, तो सुनो, मैं सड़क के पार गया और दरवाज़ेदार से बात की-मैंने चोर का नाम लिया! मैं फोन का उपयोग कर सकता हूँ?",2
"ठीक है, चंडलर!",0
मैं सिर्फ Bamboozled चंडलर! जो कि uh यौन बात नहीं है. कि एक त्वरित स्नान था.,0
मैं भी मजाक कर रहा हूँ. मैं दिसंबर में शादी कर रहा हूँ.,1
"हाँ, ठीक है, चलो इन दो को अकेला छोड़ दें।",0
"ठीक है, रॉबर्ट सुनो...",0
"काले, बड़े बालों के साथ हवाई जहाज के कंगन।",0
ठीक है. मैं आपको मेरे विचार बदलने के लिए एक मौका देता हूँ. आप एक मिनट है.,2
"है-हे-हे! तो, कैसे यह डाना के साथ चला गया? कोई भी कारण मैं एक ब्लॉक समय खुला छोड़ देना चाहिए, वारवार कहें?",0
"निश्चित रूप से, ओह मैं वचन देता हूँ. उसे क्या बताओ?",0
आप हमारी गलती पर ध्यान देने के लिए धन्यवाद।,0
क्या तुमने सुना?,0
"मैं-मैं-मैं-मैं नहीं जानता, मैं नहीं जानता क्या कहना है।",3
बाय चंडलर! मैं पहले से ही तुम्हें खेद करता हूँ.,4
क्या आप गर्म हैं?,0
मैं बस स्नानागार में गया और कैथी नंगे देखा! यह पीड़ा की तरह था!,2
"नहीं, अभी तक नहीं।",0
अगर आप शादी करते हैं तो मैं दो मेहमान ला सकता हूँ?,0
बिलकुल।,0
हाँ! तो-तो तुम कब शादी कर रहे हो?,1
कि था,0
ओह हाँ!,2
"प्रतीक्षा करो, बस एक सेकंड।",0
"सुनो, मैं जानता हूँ कि यह आपका पार्टी है, लेकिन मैं वास्तव में संग्रहालय के विचित्रों की संख्या के लिए वहाँ होने जा रहे हैं करने के लिए चाहते हैं।",0
वे सिर्फ सोचते हैं कि आप एक छोटा सा...,1
"खैर, मुझे खेद है जो. मैं नहीं सोचा था कि डॉक्टर खरीदने के लिए जा रहा था कि यह बस *Socket से बाहर *पड़ा था.",2
"अच्छा अब चलो- चलो इस पर वस्तुनिष्ठ रूप से देखो, मैं सोचता हूँ कि मैं उसके साथ मिलना चाहिए",0
आप क्या करना चाहते हैं?,3
"ओह, ओह, ओह, कविता आप के बारे में नहीं है।",3
हो?,5
जो तुम सिर्फ बहुत जल्दी छोड़ दिया था.,0
"ओह हाँ, सचमुच? यह रोस है? हाँ? ठीक है, अच्छी तरह से मुझे यह सिर्फ एक छोटा सा आसान करने के लिए आप के लिए।",2
"नहीं, नहीं, मेरा मुंह शब्दों को कहता है, मेरे दिमाग में राक्षस ट्रक सोच रहा है!",0
"खैर, बुजुर्ग मर गया।",4
"मैं आप से कह रहा हूँ, अगर आप उस चीज़ की देखभाल करना चाहते हैं, आप मेरे पादपों के आदमी के पास जाना चाहिए।",0
मैं नहीं कर सकता,0
"ओह, बाहर, ओह भगवान, मैं नहीं जानता क्यों हम वहाँ जाँच करने के लिए नहीं सोचा था!",2
मुझे लगता है कि किसी व्यक्ति को पता होना चाहिए कि वे कहाँ से आते हैं।,0
अरे. लेकिन अभी भी नहीं.,0
"नहीं, नहीं, यह सिर्फ मेरे दांत है।",4
यह बहुत मधुर है!,1
"मेरा भाई इस समय से गुजर रहा है, वह बहुत अव्यवस्था है. तुम कैसे इस के माध्यम से पहुँचा?",0
तुम क्या कर रहे हो?,0
यह और अहंकार।,2
"Hey! तो चंडलर, कॉफी हाउस में जाना चाहते हैं?",1
"नहीं. अटलांटिक सिटी में एक, पिता स्लॉट पसंद करता है. वह कहता है कि वह कॉलेज पैसे दोगुना करने के लिए जा रहा है मेरी दादी मुझे छोड़ दिया है.",4
हा-हा!,1
"ठीक है, ठीक है, ठीक है, हं... तो आप कृपया, हं... सिर्फ मुझे के लिए एक संदेश दें? कृपया? यह है",0
"टोकरी पूरी तरह से खाली है! मेरे भगवान, पड़ोसियों ने सारी मिठाई खाई है!",3
क्यों तुम इतना परेशान हो रहे हो?,3
"ओह, यह एक उपनाम हम बाहर कोशिश कर रहे थे।",0
"ठीक है, यह बहुत अच्छा होगा!",1
आप हँस रहे हैं? मैं उस आदमी को प्यार करता हूँ! सुबह यहाँ है! सुबह यहाँ है-,1
"यह सिर्फ है कि मैं uh, अब दस वर्षों से इस अर्थहीन, मरे हुए काम में काम कर रहा हूँ और यहाँ कोई भी मुझे अस्तित्व में है पता नहीं है!",4
यह कौन है?,0
"और हमें गवाहों की जरूरत होगी जो यह गवाही दे सकते हैं कि आप का, अच्छी तरह से दिमाग नहीं था.",0
यह मेरा नहीं है।,0
"Uh, कहते हैं कि क्या आप हं... क्या आप फिर से जाँच कर देख सकते हैं कि क्या कोई हं, निजी कमरों में खुल गया हो सकता है?",0
तुम्हें याद है कि मैं उस रोस्ट चिकन था कि दूसरे दिन कमरे से बाहर निकलने के लिए था?,0
"हम नहीं, वास्तव में।",0
"नू, नू. इसका मतलब क्या है? क्या आप, मेरा मतलब है, आप वापस एक साथ मिलना चाहते हैं?",3
ठीक है!,0
लगता है आप इसमें बहुत अच्छा नहीं हैं!,2
हाँ! मुझे यहां ठहरने के लिए बहुत धन्यवाद।,0
"इस जीवनकाल में ऐसा कुछ भी नहीं था, बैंक में पैसे, तो राहेल और मैं विच्छेद हो गया.",4
"ओह भी, तुम जानने के लिए दिलचस्प हो सकता है कि मैं एक पीएचडी है",0
"'क्योंकि मैं कह रहा था कि तुम उस समय जिस तरह तुम लोगों ने इसे किया था, उस तरह समाप्त करने का कोई तरीका नहीं है।",1
क्या आप वास्तव में उस थ्रेड पर खींचना चाहते हैं?,3
हाय फीब्स!,1
और उन्हें तूफान से बचाया?,0
तुम समझते हो कि तुम मेरी बेटी को मार सकते हैं और फिर उससे शादी नहीं कर सकते हैं?! मैं तुम्हें मार डालूँगा!!,2
मेरे भगवान. ठीक है. हा-हा-हा तुम से पिट! शूकर!,3
वाह धन्यवाद!,1
ठीक है,0
हम प्रेम ढूँढेंगे!,1
यहाँ हम जा रहे हैं।,0
"ओह, बस यह! आप जानते हैं कि यह वास्तव में मेरी गलती है, क्योंकि कुर्सी आमतौर पर है जहां हम",0
"ठीक है, आप यह किया! क्या हमारे पास कोई फल है?",1
यहाँ हम जा रहे हैं!,1
"ठीक है, निश्चित रूप से एक पूर्ण दुनिया में. लेकिन, नहीं, मैंने वचन दिया कि मैं नहीं कहूँगा, और मैंने अपने सभी देवताओं को पसंद करने का वचन दिया.",0
"ठीक है, मैं बात नहीं कर रहा हूँ क्योंकि",0
"कुछ भी नहीं, मैं सिर्फ तुम्हें उड़ाने का अभ्यास कर रहा हूँ क्योंकि मैं एक बड़ा फिल्म स्टार होने जा रहा हूँ!",3
भवन के लिए बिजली की योजनाएं।,0
"ओह. नहीं, यह ठीक है, वह एक दोस्त है।",0
"नहीं, मेरा मतलब यह है, यह वास्तव में अच्छा लगता है. यह एक सौ प्रतिशत कपास है?",1
घर पहुँचने तक मुझे पता नहीं चलता था।,0
"ओह नहीं! नहीं भगवान, निश्चित रूप से ईर्ष्या नहीं है!",0
"तुम मजबूत लगते हो, क्यों मैं उसे नहीं लेती और तुम एक बॉक्स में से एक पकड़ो।",0
"ठीक है, मेरे पास एक सवाल है।",0
"गोली मारें! गोली मारें! गोली मारें, या बस नीचे गिरें. यह भी अच्छा है.",1
मैं चंडलर से शादी नहीं करूंगा!,2
मैं अच्छा हूँ!,3
"ओह, चलो. वह एक व्यक्ति है, तुम यह कर सकते हो!",1
"तुम उसे कह दो, जैक, मैं यह नहीं कर सकता।",5
"ठीक है, मुझे लगता है कि मैं थोड़ा और अधिक बाहर हो सकता है. चलो एक खेल है.",0
शायद?,0
"थोड़ा सा हवा, अब चलो!",2
"खैर मैं-मैं-मैं यह कितना गर्म है यह चिंता नहीं करता है यह है-यह है, यह गलत है।",1
"नहीं, जा रहा है",0
"यह एक बहुत बड़ा पार्टी है! 35 साल. बहुत प्रभावशाली, आप लोगों के पास कोई ज्ञान की मोती है?",1
"महान! ठीक है, तो मैं तुम्हें बाद में फोन करेंगे।",1
हम यह भी नहीं जानते हैं कि हम यह क्यों कर रहे हैं।,0
"नहीं Phoebe, न देखो! आप नहीं देखना चाहता है कि वहाँ नीचे क्या है!",5
ओह ओह! मैं विशेष रूप से वंचित हूँ!,2
जेम्स ब्रोलिन?,0
"Phoebe, तुमने कहा कि यह तात्कालिक था!",2
"जब मेरी बहनें गर्भावस्था में थीं तो वे किताब में हर अजीब बात महसूस करते थे, यह हमेशा कुछ भी नहीं था।",0
मैं इसे मिला!,1
सचमुच? वे उसे छह पर नीचे प्यार करते हैं.,3
हमने उस जोड़े को टुकड़े-टुकड़े कर डाला और टुकड़े अपने लिए रख दिये।,1
वे-उन्हें-उन्हें डर का गंध हो सकता है।,5
"क्योंकि तुम जानते हो कि प्रेम हमेशा रहता है, तुम्हें पता है।",1
"हमने पिछले दो घंटे इन और आउट और इन, फिर देखने में बिताए।",0
कोई भी नहीं!,2
"ठीक है, अब मैं कुछ गला मारो जा रहा हूँ।",2
"देखो, पिछले रात की तरह चीजें वे सिर्फ नहीं होता है।",0
ओह!,2
आप नहीं जानते कि मैं इस की कितनी जरूरत है।,4
चलो! देखो तुम कहाँ हो!,1
मैं नहीं जानता.,0
क्या अच्छा विचार है. आप सभी कपड़े मिलते हैं. मैं यह करने के लिए जा रहा हूँ.,1
"आज रात सबके साथ महान साबुन ओपेरा अभिनय करता है, कक्षा को छोड़ दिया गया।",1
"जो हमें वापस लाता है, वास्तव में, ग्रीली के प्रभुत्व के सिद्धांत के लिए।",0
"अरे, जब मैं एक नाटक में हूँ और आप श्रोताओं में हैं, मैं आप से बात नहीं करता है, ठीक है?",0
हम रॉय डे ला पर चन्द्रमा की चमक से चलेंगे।,0
"हाँ, ठीक है, स्कॉट!",0
"Joey. Hey Jake, आप केनिक्स पसंद करते हैं?",0
"प्यारे, तुम मेरे बॉस डग को याद करते हो, सही?",0
"ओह सर, मैं आपकी टिकटें देख सकता हूँ, कृपया?",0
निश्चय ही!,0
"Honey, Joey, प्रतीक्षा करो, मुझे खेद है मेरा मतलब है जितना मुझे लगता है कि आप के साथ है",0
वह पूरी तरह मेरी दयालुता में थी।,1
"देखो, तुम जानते हो क्या, या तो यह करता है या नहीं है, और अगर आप भी करने के लिए है",2
"ओह, चलो! मैं तुम्हें दस निःशुल्क दे दूँगा",2
मैं आपको कैसे मदद कर सकता हूँ?,0
"मैं उनसे डरता हूँ, लेकिन ठीक है।",5
"ठीक है, दोस्त-बाइ. यहाँ है. तुम मेरे कपड़े छिपाओ, मैं अपना सब कुछ पहन रहा हूँ.",0
"मोनिका, मैं अंतिम बल्लेबाजी चैंपियन बनना चाहता हूँ।",0
यह क्या है?,2
यहाँ।,0
आप हमें बताने से पहले तुमने उसे बताया?,3
"उत्कृष्ट छेद, जो।",0
"अच्छी तरह से, उससे बाहर आ जाओ।",2
"ठीक है, मैं ऐसा कर सकता हूँ! ओह, वैसे ही, मैं",1
हा. यह अच्छा है.,0
हाल ही में वर्षा वन के गहराई में खोजे गए जैविक पदार्थ!,1
अफ़सोस!,2
"ओह, मुझे लगता है कि मैं वृत्तों का व्यापार करना चाहता हूँ।",0
"Hey, Hang up! तुम सिर्फ उस जगह से बात कर भोजन जहरीला हो जाता है.",6
"मैं यहोशू हूँ, मैं रेचेल उठाने के लिए यहाँ हूँ।",0
"वह सही है, अगर यह कुछ अनुपूरक कहना है तो भी।",0
"देखो, मैं कौन पाया!",3
मुझे विश्वास है कि मैंने इसे कहीं पढ़ा है!,3
"शायद वे needle ले सकते हैं और इसे मेरे मुंह में थ्विर्ट कर सकते हैं, आप जानते हैं, एक थ्विर्ट बंदूक की तरह।",5
"हाँ, सुनो, क्या आप इस जानकारी को अपने लिए रख सकते हैं?",0
"वोह, यह सब इस सामान पर गर्म है।",0
"ओह, प्रतीक्षा करें, फीब्स, एक सेकंड प्रतीक्षा करें! आप यहाँ नहीं रहना चाहते और इसके बारे में बात?",3
"नहीं-नहीं, वह है, वह बहुत समझदार है।",0
हो गया है।,4
मनुष्य का विपरीत क्या है?,0
"ठीक है, कोई।",0
तुम मेरी पैरवी क्यों कर रहे हो?,2
क्या तुम कभी किसी के लिए एक परवरदिगार हो सकते हो?,0
"ओह, हाँ. हाँ. उसे नाचने दो.",0
मुझे लगता है कि आप आप के बारे में सोचने से बेहतर हैं.,0
"ठीक है, देखो!",1
हाँ! हाँ... कठिन हिस्सा खत्म हो गया है!,1
"हाँ, मैं ठीक हूँ. मैं सिर्फ बैंक में, एक एटीएम द्वार में फंसा हूँ.",0
वह चीज़ एक खतरा था! मैं बहुत सुरक्षा से सचेत हूँ।,5
"ठीक है, यह मुझे नहीं मदद करता है, क्योंकि हम एक ही हाई स्कूल में गया था।",0
"हाँ, आप इसे लेने में सक्षम नहीं होगा।",0
मुझेイヤरिंग देखो।,0
"पता है, यह-यह ठीक है, लेकिन पंक्ति है, ""हं, सूप.""",0
कौन सा संगीतज्ञ?,3
यह सही समय है।,1
"ओह, अच्छा।",1
"Phoebe, तुम रायल को परेशान करने के लिए Joey ड्रम मिला है, तो वह अब वहाँ रहने के लिए नहीं चाहता?",3
तुम अच्छा हो. तुम अच्छा हो!,1
"वह कहेगी, ""नहीं"", दाऊद का दिल टूट जाएगा, इससे उन्हें ठीक होने के लिए बहुत मुश्किल होगा और फिर फ़ीबे अकेला हो जाएगा",2
आदमी. तुम मान सकते हो कि उसने केवल एक औरत से काम किया है?,3
"शादी बंद हो गई है, बेवकूफ और अपरिपक्व!",2
"ओह, हम बिस्तर पर जाने से पहले क्रॉसवर्ड समाप्त करना चाहते थे. अरे, आप लाल के लिए एक छह अक्षर शब्द जानते हैं?",0
क्या वह कपों का उपयोग करता है? हाँ! मुझे विश्वास है कि वह करता है. क्या वह प्लेट का उपयोग करता है? हाँ! मुझे विश्वास है कि वह करता है.,0
"वास्तव में, यह हमारे तीन छेद धक्की है।",0
लेकिन यह ग्यारह है। यह यहाँ लगभग दोगुना मुश्किल है।,0
अब हम खाने जा सकते हैं।,0
मेरा पैर जेब में फंसा हुआ है।,4
"मेरा मतलब है जब मैं एक बच्चा था मैं सिर्फ उन खेलों को खेला क्योंकि मैं लड़कियों को नहीं मिल सकता था, और अब मैं",0
मैं रॉस हूँ!,1
"ठीक है, मैं महसूस कर रहा हूँ कि यह किसी तरह की शब्द खेल है, क्योंकि आप मुश्किल से नियंत्रित आनंद के साथ गुलाबी हैं।",0
"ओह, भगवान हमारी मदद करें।",4
तू कुत्ता!,1
"नमस्ते, छोटे भ्रूण।",0
"डाकपाल नीचे था, इसलिए मैंने आपका डाक उठाया।",0
चंडलर! वह आपका पिता है. वह शादी में होना चाहिए.,2
मैं नहीं है... मैं अभी तक परिणामों के बारे में भी सोचा नहीं है... मैं सिर्फ यह मानता था कि सब कुछ ठीक होने जा रहा था.,1
WO-women? आप पुराने महिलाओं की तरह मतलब है?,6
मैं इन सभी अफवाहों को सुनता रहता हूँ कि मुझे बर्खास्त किया जा सकता है.,5
कि-यह एक ही बात नहीं है! यह है,2
मैंने अपने identical hand twin को पाया!,1
"सिर्फ सुनो, मोनिका, मैं, तुम्हें पता है, ठीक है, तुम्हें पता है, मैं लगभग एक महीने के लिए सो नहीं जा सका क्योंकि मैं एक सोफ कोशों में एक बिंदु की तरह स्याही मिल गया था.",0
मैं तुम्हें प्यार करता हूँ!,1
क्या तुम मेरे लिए ऐसा कर सकते हो?,0
ओह भगवान. तो-तो आप porno चलचित्र बना रहे हैं.,3
जेफ्री,0
ओह? सचमुच? मेरी बेटी तुम के लिए क्या मतलब है? कुछ भी नहीं?,2
"तो प्यारे, आज सुबह बहुत मजेदार था, हं? मैं वहाँ धोने में तुम पर आरोहण कर रहा हूँ.",1
"निस्संदेह, मैं खराब हो गया था।",4
कोई भी लड़की को नहीं देखेगा जब उसके पिता पीठ-रहित पोशाक पहन रहे हैं।,6
हम सड़क पर छह घंटे हैं और आप पांच और आधा समय तक सो रहे हैं!,2
इसके बारे में क्षमा करें. तो. आप क्या कर रहे हैं?,0
"तो आह, इस बात के बारे में मैं आप से बात करना चाहता था था।",0
"हाँ, मैं हमेशा उस Howie का घृणा किया है।",6
मैं स्नान करने जा रहा हूँ।,0
"उनके साथ, उनके नीचे, क्या अंतर है? है, राच?",0
"नहीं, दो थे।",0
ओह यह करीब आ रहा है!,1
"अरे, आदमी. क्या हो गया है?",0
"हाँ, यह मेरा है।",0
"Uh-huh, पहले आप हमें बताओ कि आप सभी देश में सबसे सुंदर लेस कहाँ है.",0
धन्यवाद... हम इतने उत्साहित हैं,1
यहाँ आपकी चाय है Phoebe.,0
मुझे सोचने दो. मुझे सोचने दो-ओह! मुझे नहीं लगता।,2
"नहीं, आप इसे बिगाड़ दिया है. आप मूर्ख हैं.",2
"मुझे खेद है, आप अपनी अंगूठी चला सकते हैं? मैं सीट संख्या नहीं देख सकता है।",0
"हू, ठीक है! लेकिन हू, अभी भी मैं हूँ-मैं तुम पर पागल हूँ।",2
तुम्हें पता है क्या और है? वह बिस्तर में अविश्वसनीय है.,1
"ठीक है, हम कुछ बुनियादी से शुरू करते हैं. कोई मुझे बता सकता है कि ऊपर और नीचे मंच के बीच क्या अंतर है?",0
तैयार? कुश्ती!,1
"ओह, निश्चित है! मैं निश्चित हूँ।",1
"तो क्या, जैसे लोग आएंगे और सोचेंगे, ""यूह-ओह, मैं बाहर फिर हूँ?""",0
"ठीक है, लेकिन अगर आप ऐसा करते हैं, यह सुनिश्चित करें कि ऐसा लगता है कि आप उसे देखने के लिए वहाँ हैं, ठीक है, और आप यह मेरे लिए एक सौभाग्य के रूप में करने के लिए नहीं कर रहे हैं।",0
चंडलर तुम्हारे लिए भी रहेगा।,0
इसका क्या मतलब है?,3
"ओह, यह ठीक है! अपने आंतरिकों के साथ जाओ, अपने आंतरिकों के साथ जाओ।",1
"मेरा मतलब है, अगर यह सिर्फ मनोरंजन है तो किसी के साथ समय बिताने में कोई मतलब नहीं है।",0
ओह मेरे भगवान स्टू! मैं-मैं तुम्हें ऐसा करने का विश्वास नहीं कर सकता है! अब आप पूरी तरह से निश्चित है कि वह एक hooker है?,6
"मुझे खेद है, खेद है, खेद है।",4
"वहाँ केवल एक के लिए जगह है, तो मुझे लगता है कि आप में से एक Joey's में रहने के लिए होगा।",0
"चलो, आप सोचते हैं कि वह मेरे साथ बाहर जाना चाहिए, आप नहीं?",0
"हं, मैं कुछ इटालियन आदमी नहीं हूँ. चलो, अपना लेबल पढ़ो. आप बाद में मिलेंगे.",0
मुझे आपको यह बताने की जरूरत नहीं थी! मैं जेन रोजर्स से मूर्ख हूँ!,2
": धन्यवाद, सुनो, बहुत धन्यवाद Tribbiani,। ओ मेरे भगवान, समय पर देखो, मैं गेंद के लिए बस पकड़ने के लिए।",1
"क्योंकि इसके किनारे पर ""काप्टेन रोस"" और नीचे पर ""मैं मोनिका घृणा करता हूँ"" लिखा है.",0
"सुनो, मैं ah हूँ, मुझे क्षमा है कि मैं इतना पागल और ईर्ष्या है और, यह सिर्फ है कि मैं तुम्हें बहुत पसंद है, तो...",4
मैं आपका स्थान पसंद करता हूँ! यह आदमी कहाँ से है?,1
"हाँ, हाँ, सब लोग यहाँ हैं. हे, सब लोग, न्यू मेक्सिको में जुली से नमस्ते कहें.",0
और पिछले साल है कि क्यों तुम हमें उस मध्यकालीन समय रेस्तरां में भेजा था?,2
"राच, आप अपने जीवन में एक महान जगह में हैं. चलो, आप एक महान नौकरी है! अच्छे दोस्त",1
... पक्षी... पक्षी आदमी!,6
"हाँ, अच्छी तरह से मुझे क्षमा करने के लिए मेरे girlfriend के साथ हमारे वर्षगांठ पर होना चाहते हैं, लड़का क्या एक गंदा मैं हूँ।",2
"अरे, मैंने सोचा था कि मैंने तुम्हें खुश किया है।",0
"चक्कर, चक्कर..",0
"देखो, ये खलनायक हमें एक सवारी के लिए ले जाने की कोशिश कर रहे हैं और मैं उन्हें नहीं छोड़ने जा रहा हूँ!",2
तब से?,3
"ठीक है, अच्छी तरह से आप जानते हैं क्या, आप लोगों को चिंता नहीं है, क्योंकि मैं हूँ-मैं इसे सही करने के लिए यह कई बार करने के लिए करने के लिए जा रहा हूँ।",0
आप मुझे आपके साथ नीचे जाने और अपने हाथ पकड़ने की जरूरत है?,0
"हं, जो एक लड़की है, यह जोसेफिन के लिए छोटा है.",0
ओह!,3
और काम से आने वाले लोगों को बहुत खुशी हुई।,1
"तो, राहेल ग्रीन आप मुझे शादी करेंगे?",1
"अच्छी तरह से वे एक दूसरे के लिए कुछ असाधारण जानवर नाम हैं, uh।",4
"हाँ, ठीक है।",0
"अरे, रोस! मैंने तुम्हें बताया था कि मैं नहीं हूँ!",2
"तो क्या आप सोचते हैं, uh, जोय मुझे से अधिक आकर्षक है?",0
"हो गया! मैंने इसे किया! हेह, अब कौन मूर्ख है?",1
"ठीक है, अगर यह सच था, मैं अपनी टीटी रुथ से मिलते।",1
"ओह, ठीक है, ठीक है. ओले.",0
"ओह, यह अच्छा नहीं है? आप तीनों एक साथ चुल्ले  lingerie पर प्रयास कर रहे हैं.",6
"ओह, ओह भगवान्! ओह भगवान्! वह हमारे बारे में जानता है!",3
"नहीं, अब नहीं।",0
अल्लाह!,4
ओह! ओह! ओह! ओह!,1
वहाँ आपका स्वागत है।,0
वहाँ एक रिसेट बटन है?!,3
"अरे, तुम लोग कल रात क्या कर रहे हो?",0
हाँ! मेरे भगवान!,3
तो आप नहीं है. आप अपने टमाटर जला रहे हैं.,0
हम्म. आप महिलाओं के साथ सोते हैं और फिर कभी भी उन्हें फोन नहीं करते?,0
रॉस का एक दोस्त है।,0
भरने के लिए कुछ फार्म हैं।,0
"जहां आप काम करते हैं, हं, सेवक सेवकों के साथ खाते हैं, ठीक है?",0
"मैं आपके फोन का उपयोग कर सकता हूँ? हाँ, एक सिडनी मार्क्स के लिए नंबर, कृपया.",0
ठीक है! मैं सिर्फ सोचता हूँ कि यह बहुत जल्दी हो रहा है।,1
हम एक दूसरे की मदद कर सकते हैं!,1
क्या तुमने उसे मेरे थ्विर्ट बंदूक विचार के बारे में बताया था?,0
"देखो, कृपया, कृपया कहीं नहीं जाओ, ठीक है?",5
"तो कुछ देर बाद वह उसके पास जाता है और एक-दो मिनट बाद, मैं उन्हें चुंबन देखता हूँ।",0
